Zeitstempel,x-accelerometer,y-accelerometer,z-accelerometer,x-gyroskop,y-gyroskop,z-gyroskop,State
61576.0,0.02,0.01,0.53,-0.0,-0.0,-0.0,1
61603.0,0.02,0.01,0.53,-0.0,0.0,0.0,1
61630.0,0.02,0.01,0.53,-0.0,-0.0,-0.0,1
61658.0,0.02,0.01,0.53,-0.0,0.0,0.0,1
61685.0,0.02,0.01,0.53,-0.0,-0.0,-0.0,1
61713.0,0.02,0.01,0.53,-0.0,0.0,-0.0,1
61740.0,0.02,0.01,0.53,-0.0,-0.0,0.0,1
61768.0,0.02,0.01,0.53,-0.0,-0.0,-0.0,1
61796.0,0.02,0.01,0.53,-0.0,-0.0,0.0,1
61824.0,0.02,0.01,0.53,-0.0,-0.0,0.0,1
61851.0,0.02,0.01,0.53,-0.0,-0.0,0.0,1
61879.0,0.02,0.01,0.53,-0.0,0.0,0.0,1
61905.0,0.01,0.01,0.53,-0.0,-0.0,-0.0,1
61933.0,0.02,0.01,0.53,-0.0,-0.0,0.0,1
61961.0,0.02,0.01,0.53,-0.0,0.0,0.0,1
61988.0,0.02,0.01,0.53,-0.0,0.0,0.0,1
62016.0,0.02,0.01,0.53,-0.0,-0.0,0.0,1
62043.0,0.02,0.01,0.53,-0.0,0.0,0.0,1
62071.0,0.02,0.01,0.53,-0.0,-0.0,0.0,1
62099.0,0.02,0.01,0.53,-0.0,0.0,-0.0,1
62127.0,0.01,0.01,0.53,-0.0,-0.0,0.0,1
62154.0,0.02,0.01,0.53,-0.0,0.0,0.0,1
62182.0,0.02,0.01,0.53,-0.0,-0.0,0.0,1
62210.0,0.02,0.01,0.53,-0.0,-0.0,0.0,1
62236.0,0.02,0.01,0.53,-0.0,0.0,0.0,1
62264.0,0.02,0.01,0.53,-0.0,-0.0,0.0,1
62291.0,0.02,0.01,0.53,0.0,-0.0,0.0,1
62319.0,0.02,0.01,0.53,-0.0,0.0,0.0,1
62347.0,0.02,0.01,0.53,-0.0,-0.0,-0.0,1
62374.0,0.02,0.01,0.53,-0.0,-0.0,-0.0,1
62402.0,0.02,0.01,0.53,-0.0,0.0,-0.0,1
62430.0,0.02,0.01,0.53,-0.0,0.0,0.0,1
62457.0,0.02,0.01,0.53,-0.0,-0.0,0.0,1
62485.0,0.02,0.01,0.53,-0.0,0.0,0.0,1
62513.0,0.02,0.01,0.53,-0.0,-0.0,0.0,1
62539.0,0.02,0.01,0.53,-0.0,0.0,0.0,1
62567.0,0.02,0.01,0.53,-0.0,0.0,0.0,1
62594.0,0.02,0.01,0.53,-0.0,0.0,-0.0,1
62621.0,0.02,0.01,0.53,-0.0,-0.0,0.0,1
62649.0,0.02,0.01,0.53,-0.0,-0.0,0.0,1
62676.0,0.02,0.01,0.53,-0.0,-0.0,0.0,1
62703.0,0.02,0.01,0.53,-0.0,-0.0,-0.0,1
62731.0,0.02,0.02,0.53,-0.0,0.0,0.0,1
62758.0,0.02,0.01,0.53,-0.0,0.0,0.0,1
62786.0,0.02,0.01,0.53,-0.0,-0.0,-0.0,1
62814.0,0.02,0.01,0.53,0.0,0.0,-0.0,1
62841.0,0.02,0.01,0.53,-0.0,-0.0,0.0,1
62868.0,0.02,0.01,0.53,-0.0,-0.0,0.0,1
62896.0,0.02,0.01,0.53,-0.0,-0.0,0.0,1
62923.0,0.02,0.01,0.53,-0.0,-0.0,0.0,1
62951.0,0.02,0.01,0.53,-0.0,-0.0,0.0,1
62979.0,0.02,0.01,0.53,-0.0,0.0,0.0,1
63006.0,0.02,0.01,0.53,-0.0,0.0,0.0,1
63034.0,0.02,0.01,0.53,-0.0,-0.0,-0.0,1
63062.0,0.02,0.01,0.53,-0.0,0.0,-0.0,1
63089.0,0.02,0.01,0.53,-0.0,0.0,0.0,1
63117.0,0.02,0.01,0.53,-0.0,-0.0,-0.0,1
63144.0,0.02,0.02,0.52,0.0,-0.0,0.0,1
63172.0,0.02,0.01,0.58,-0.0,0.0,0.0,1
63199.0,0.02,0.01,0.5,-0.0,0.0,0.0,1
63226.0,0.02,0.02,0.53,0.0,0.0,-0.0,1
63254.0,0.02,0.01,0.55,-0.0,0.0,-0.0,1
63282.0,0.02,0.01,0.52,-0.0,0.0,-0.0,1
63309.0,0.02,0.01,0.52,0.0,-0.0,0.0,1
63337.0,0.02,0.02,0.54,-0.0,-0.0,0.0,1
63365.0,0.01,0.01,0.53,-0.0,0.0,0.0,1
63392.0,0.02,0.01,0.52,0.0,-0.0,0.0,1
63419.0,0.02,0.01,0.53,0.0,-0.0,0.0,1
63447.0,0.02,0.01,0.53,-0.0,0.0,0.0,1
63474.0,0.02,0.01,0.53,-0.0,0.0,-0.0,1
63502.0,0.02,0.01,0.53,0.0,-0.0,0.0,1
63529.0,0.02,0.01,0.53,0.0,-0.0,0.0,1
63557.0,0.02,0.01,0.53,-0.0,0.0,-0.0,1
63585.0,0.01,0.01,0.53,-0.0,0.0,0.0,1
63612.0,0.02,0.01,0.57,0.0,-0.0,0.0,1
63640.0,0.02,0.02,0.62,-0.0,0.0,0.0,1
63667.0,0.02,0.01,0.48,-0.0,0.0,-0.0,1
63694.0,0.02,0.01,0.52,0.0,-0.0,-0.0,1
63722.0,0.02,0.01,0.54,-0.0,0.0,-0.0,1
63751.0,0.01,0.01,0.52,-0.0,0.0,0.0,1
63778.0,0.02,0.02,0.52,0.0,-0.0,0.0,1
63806.0,0.02,0.01,0.54,-0.0,-0.0,-0.0,1
63834.0,0.02,0.01,0.53,-0.0,0.0,-0.0,1
63861.0,0.02,0.01,0.53,-0.0,-0.0,-0.0,1
63889.0,0.02,0.02,0.53,0.0,-0.0,-0.0,1
63917.0,0.01,0.01,0.53,-0.0,0.0,0.0,1
63944.0,0.02,0.01,0.53,-0.0,-0.0,0.0,1
63972.0,0.02,0.01,0.53,0.0,-0.0,0.0,1
63998.0,0.02,0.01,0.53,-0.0,0.0,-0.0,1
64026.0,0.01,0.01,0.53,-0.0,0.0,-0.0,1
64054.0,0.01,0.01,0.53,-0.0,-0.0,0.0,1
64081.0,0.02,0.01,0.53,-0.0,-0.0,-0.0,1
64109.0,0.02,0.02,0.53,-0.0,0.0,0.0,1
64137.0,0.02,0.01,0.53,-0.0,-0.0,0.0,1
64164.0,0.02,0.01,0.53,0.0,-0.0,-0.0,1
64192.0,0.02,0.01,0.53,-0.0,-0.0,0.0,1
64219.0,0.02,0.01,0.53,-0.0,0.0,0.0,1
64246.0,0.02,0.01,0.53,-0.0,0.0,0.0,1
64274.0,0.02,0.01,0.53,0.0,-0.0,0.0,1
64302.0,0.02,0.01,0.53,-0.0,0.0,0.0,1
64329.0,0.02,0.01,0.53,-0.0,0.0,0.0,1
64357.0,0.02,0.01,0.53,-0.0,-0.0,0.0,1
64385.0,0.02,0.01,0.53,-0.0,-0.0,-0.0,1
64412.0,0.02,0.01,0.53,-0.0,0.0,0.0,1
64439.0,0.02,0.01,0.53,-0.0,0.0,-0.0,1
64467.0,0.02,0.01,0.53,0.0,0.0,-0.0,1
64495.0,0.02,0.01,0.53,-0.0,0.0,-0.0,1
64523.0,0.02,0.01,0.53,-0.0,-0.0,0.0,1
64551.0,0.02,0.01,0.53,-0.0,-0.0,0.0,1
64579.0,0.02,0.01,0.53,-0.0,0.0,0.0,1
64607.0,0.02,0.01,0.53,-0.0,0.0,-0.0,1
64634.0,0.02,0.01,0.53,-0.0,0.0,0.0,1
64662.0,0.02,0.02,0.53,-0.0,0.0,0.0,1
64690.0,0.02,0.01,0.53,-0.0,0.0,-0.0,1
64717.0,0.02,0.01,0.53,-0.0,0.0,0.0,1
64745.0,0.02,0.01,0.53,-0.0,-0.0,0.0,1
64773.0,0.02,0.02,0.53,0.0,0.0,0.0,1
64800.0,0.02,0.01,0.53,-0.0,0.0,0.0,1
64827.0,0.02,0.01,0.53,-0.0,-0.0,0.0,1
64855.0,0.02,0.01,0.53,-0.0,0.0,0.0,1
64882.0,0.02,0.01,0.53,-0.0,0.0,0.0,1
64910.0,0.02,0.01,0.53,-0.0,-0.0,-0.0,1
64937.0,0.02,0.01,0.53,-0.0,-0.0,-0.0,1
64965.0,0.02,0.01,0.53,-0.0,-0.0,0.0,1
64993.0,0.02,0.01,0.53,-0.0,-0.0,-0.0,1
65020.0,0.02,0.01,0.53,-0.0,-0.0,0.0,1
65048.0,0.02,0.01,0.53,-0.0,-0.0,0.0,1
65075.0,0.02,0.01,0.53,-0.0,-0.0,0.0,1
65102.0,0.02,0.01,0.53,-0.0,-0.0,0.0,1
65130.0,0.02,0.01,0.53,-0.0,-0.0,-0.0,1
65158.0,0.02,0.01,0.53,-0.0,-0.0,-0.0,1
65185.0,0.02,0.01,0.53,-0.0,-0.0,0.0,1
65213.0,0.02,0.01,0.53,-0.0,-0.0,-0.0,1
65241.0,0.02,0.01,0.53,-0.0,-0.0,0.0,1
65268.0,0.02,0.01,0.53,-0.0,-0.0,0.0,1
65296.0,0.02,0.01,0.53,-0.0,-0.0,-0.0,1
65324.0,0.02,0.01,0.53,-0.0,0.0,0.0,1
65352.0,0.02,0.01,0.53,-0.0,-0.0,-0.0,1
65380.0,0.02,0.01,0.53,-0.0,-0.0,0.0,1
65408.0,0.02,0.01,0.53,-0.0,0.0,0.0,1
65435.0,0.02,0.01,0.53,-0.0,0.0,-0.0,1
65463.0,0.02,0.01,0.53,-0.0,0.0,0.0,1
65490.0,0.02,0.01,0.53,-0.0,0.0,0.0,1
65517.0,0.02,0.01,0.53,-0.0,0.0,0.0,1
65545.0,0.02,0.01,0.53,-0.0,0.0,0.0,1
65572.0,0.02,0.01,0.53,-0.0,-0.0,0.0,1
65600.0,0.02,0.01,0.53,-0.0,0.0,0.0,1
65628.0,0.02,0.01,0.53,-0.0,0.0,0.0,1
65655.0,0.02,0.01,0.53,-0.0,0.0,-0.0,1
65683.0,0.02,0.01,0.53,-0.0,-0.0,-0.0,1
65711.0,0.02,0.01,0.53,-0.0,0.0,-0.0,1
65738.0,0.02,0.01,0.53,-0.0,-0.0,0.0,1
65765.0,0.02,0.01,0.53,-0.0,0.0,0.0,1
65793.0,0.02,0.01,0.53,-0.0,0.0,0.0,1
65820.0,0.02,0.01,0.53,-0.0,0.0,0.0,1
65848.0,0.02,0.01,0.53,-0.0,-0.0,0.0,1
65875.0,0.01,0.01,0.53,-0.0,-0.0,0.0,1
65903.0,0.02,0.01,0.53,-0.0,-0.0,0.0,1
65931.0,0.02,0.01,0.53,-0.0,-0.0,0.0,1
65958.0,0.02,0.01,0.53,-0.0,-0.0,0.0,1
65986.0,0.02,0.01,0.53,-0.0,0.0,0.0,1
66014.0,0.02,0.01,0.53,-0.0,-0.0,0.0,1
66040.0,0.02,0.01,0.53,-0.0,-0.0,0.0,1
66068.0,0.02,0.01,0.53,-0.0,0.0,0.0,1
66096.0,0.02,0.01,0.53,-0.0,0.0,0.0,1
66123.0,0.02,0.01,0.53,-0.0,-0.0,-0.0,1
66151.0,0.02,0.01,0.53,-0.0,0.0,-0.0,1
66178.0,0.02,0.01,0.53,-0.0,-0.0,-0.0,1
66205.0,0.02,0.01,0.53,-0.0,0.0,0.0,1
66233.0,0.02,0.01,0.53,-0.0,-0.0,-0.0,1
66260.0,0.01,0.01,0.53,-0.0,-0.0,-0.0,1
66288.0,0.02,0.01,0.53,-0.0,0.0,0.0,1
66316.0,0.02,0.01,0.53,-0.0,-0.0,0.0,1
66343.0,0.01,0.01,0.53,-0.0,-0.0,-0.0,1
66371.0,0.02,0.01,0.53,-0.0,0.0,0.0,1
66399.0,0.02,0.01,0.53,-0.0,0.0,0.0,1
66426.0,0.02,0.01,0.53,-0.0,-0.0,0.0,1
66454.0,0.02,0.01,0.53,-0.0,-0.0,0.0,1
66482.0,0.02,0.01,0.53,-0.0,0.0,-0.0,1
66509.0,0.02,0.01,0.53,-0.0,-0.0,0.0,1
66537.0,0.02,0.01,0.53,-0.0,0.0,-0.0,1
66565.0,0.02,0.01,0.53,-0.0,0.0,0.0,1
66592.0,0.02,0.01,0.53,-0.0,-0.0,0.0,1
66620.0,0.02,0.01,0.53,-0.0,-0.0,-0.0,1
66648.0,0.02,0.01,0.53,-0.0,-0.0,0.0,1
66675.0,0.02,0.01,0.53,-0.0,0.0,0.0,1
66703.0,0.02,0.01,0.53,-0.0,0.0,0.0,1
66731.0,0.02,0.01,0.53,-0.0,-0.0,0.0,1
66758.0,0.01,0.01,0.53,-0.0,-0.0,0.0,1
66786.0,0.02,0.01,0.53,-0.0,-0.0,-0.0,1
66813.0,0.02,0.01,0.53,-0.0,0.0,0.0,1
66840.0,0.02,0.01,0.53,-0.0,-0.0,0.0,1
66869.0,0.02,0.01,0.53,-0.0,-0.0,-0.0,1
66896.0,0.02,0.01,0.53,-0.0,-0.0,-0.0,1
66924.0,0.02,0.01,0.53,-0.0,-0.0,-0.0,1
66952.0,0.02,0.01,0.53,-0.0,-0.0,0.0,1
66979.0,0.02,0.01,0.53,-0.0,0.0,0.0,1
67007.0,0.02,0.01,0.53,-0.0,-0.0,0.0,1
67035.0,0.02,0.01,0.53,-0.0,-0.0,0.0,1
67062.0,0.02,0.01,0.53,-0.0,-0.0,-0.0,1
67090.0,0.02,0.01,0.53,-0.0,-0.0,0.0,1
67118.0,0.02,0.01,0.53,-0.0,-0.0,0.0,1
67145.0,0.02,0.01,0.53,-0.0,-0.0,0.0,1
67173.0,0.02,0.01,0.53,-0.0,-0.0,-0.0,1
67201.0,0.02,0.01,0.53,-0.0,-0.0,-0.0,1
67228.0,0.02,0.01,0.53,-0.0,-0.0,0.0,1
67256.0,0.02,0.01,0.53,-0.0,-0.0,0.0,1
67283.0,0.02,0.01,0.53,-0.0,0.0,-0.0,1
67311.0,0.02,0.01,0.53,-0.0,0.0,-0.0,1
67339.0,0.02,0.01,0.53,-0.0,-0.0,0.0,1
67366.0,0.02,0.01,0.53,-0.0,0.0,0.0,1
67394.0,0.02,0.01,0.53,-0.0,0.0,0.0,1
67421.0,0.02,0.01,0.53,-0.0,0.0,0.0,1
67448.0,0.01,0.01,0.53,-0.0,0.0,-0.0,1
67476.0,0.02,0.01,0.53,-0.0,0.0,-0.0,1
67504.0,0.02,0.01,0.53,-0.0,-0.0,-0.0,1
67531.0,0.02,0.01,0.53,-0.0,-0.0,0.0,1
67559.0,0.02,0.01,0.53,-0.0,0.0,0.0,1
67587.0,0.02,0.01,0.53,-0.0,-0.0,0.0,1
67614.0,0.02,0.01,0.53,-0.0,0.0,0.0,1
67641.0,0.01,0.01,0.53,-0.0,0.0,0.0,1
67668.0,0.02,0.01,0.53,-0.0,0.0,-0.0,1
67696.0,0.02,0.01,0.53,-0.0,-0.0,0.0,1
67724.0,0.01,0.01,0.53,-0.0,0.0,0.0,1
67751.0,0.02,0.01,0.53,-0.0,-0.0,-0.0,1
67779.0,0.02,0.01,0.53,-0.0,-0.0,0.0,1
67807.0,0.02,0.01,0.53,-0.0,-0.0,0.0,1
67834.0,0.02,0.01,0.53,-0.0,0.0,0.0,1
67861.0,0.01,0.01,0.53,-0.0,-0.0,0.0,1
67890.0,0.02,0.01,0.53,-0.0,-0.0,0.0,1
67917.0,0.02,0.01,0.53,-0.0,0.0,0.0,1
67944.0,0.02,0.01,0.53,-0.0,-0.0,0.0,1
67973.0,0.02,0.01,0.53,-0.0,-0.0,0.0,1
68000.0,0.02,0.01,0.53,-0.0,-0.0,0.0,1
68028.0,0.02,0.01,0.53,-0.0,-0.0,-0.0,1
68056.0,0.02,0.01,0.53,-0.0,-0.0,0.0,1
68083.0,0.02,0.01,0.53,-0.0,-0.0,0.0,1
68111.0,0.02,0.01,0.53,-0.0,0.0,0.0,1
68139.0,0.02,0.01,0.53,-0.0,0.0,0.0,1
68165.0,0.02,0.01,0.53,-0.0,-0.0,-0.0,1
68193.0,0.02,0.01,0.53,-0.0,0.0,0.0,1
68220.0,0.02,0.01,0.53,-0.0,0.0,-0.0,1
68248.0,0.02,0.01,0.53,-0.0,-0.0,0.0,1
68276.0,0.02,0.01,0.53,-0.0,0.0,0.0,1
68303.0,0.02,0.01,0.53,-0.0,0.0,0.0,1
68332.0,0.02,0.01,0.53,-0.0,-0.0,0.0,1
68360.0,0.02,0.01,0.53,-0.0,-0.0,0.0,1
68387.0,0.02,0.01,0.53,-0.0,0.0,0.0,1
68414.0,0.02,0.01,0.53,-0.0,0.0,0.0,1
68442.0,0.02,0.01,0.53,-0.0,-0.0,0.0,1
68469.0,0.02,0.01,0.53,-0.0,-0.0,0.0,1
68497.0,0.02,0.01,0.53,-0.0,-0.0,-0.0,1
68525.0,0.02,0.01,0.53,-0.0,0.0,0.0,1
68552.0,0.02,0.01,0.53,-0.0,-0.0,0.0,1
68579.0,0.02,0.01,0.53,-0.0,0.0,0.0,1
68606.0,0.02,0.01,0.53,-0.0,0.0,-0.0,1
68634.0,0.02,0.01,0.53,-0.0,-0.0,0.0,1
68662.0,0.01,0.01,0.53,-0.0,-0.0,0.0,1
